protein,ligand,tag,best_affinity_kcal_mol,min_rmsd_lb_modes2plus,passed_affinity,passed_rmsd,results_dir,pymol_open
abcg8_daphnia.pdb,microcystineLR_2D.sdf,abcg8_daphnia__microcystineLR,-7.682,1.594,True,True,/Users/user/Desktop/Projet_long/docking/results/FAST/abcg8_daphnia__microcystineLR,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcg8_daphnia__microcystineLR/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcg8_daphnia__microcystineLR/out.pdb
abcg8_daphnia.pdb,microgininFR1_2D.sdf,abcg8_daphnia__microgininFR1,-7.499,1.765,True,True,/Users/user/Desktop/Projet_long/docking/results/FAST/abcg8_daphnia__microgininFR1,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcg8_daphnia__microgininFR1/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcg8_daphnia__microgininFR1/out.pdb
abcg8_rattus.pdb,aerucyclamideA_3D.sdf,abcg8_rattus__aerucyclamideA_3D,-6.172,2.055,False,False,/Users/user/Desktop/Projet_long/docking/results/FAST/abcg8_rattus__aerucyclamideA_3D,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcg8_rattus__aerucyclamideA_3D/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcg8_rattus__aerucyclamideA_3D/out.pdb
abcg8_rattus.pdb,aeruginosin98A_2D.sdf,abcg8_rattus__aeruginosin98A,-7.689,2.405,True,False,/Users/user/Desktop/Projet_long/docking/results/FAST/abcg8_rattus__aeruginosin98A,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcg8_rattus__aeruginosin98A/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcg8_rattus__aeruginosin98A/out.pdb
abcg8_rattus.pdb,cyanopeptolinA_2D.sdf,abcg8_rattus__cyanopeptolinA,-6.305,1.927,False,True,/Users/user/Desktop/Projet_long/docking/results/FAST/abcg8_rattus__cyanopeptolinA,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcg8_rattus__cyanopeptolinA/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcg8_rattus__cyanopeptolinA/out.pdb
abcg8_rattus.pdb,microcyclamide7806B_3D.sdf,abcg8_rattus__microcyclamide7806B_3D,-5.905,1.651,False,True,/Users/user/Desktop/Projet_long/docking/results/FAST/abcg8_rattus__microcyclamide7806B_3D,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcg8_rattus__microcyclamide7806B_3D/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcg8_rattus__microcyclamide7806B_3D/out.pdb
abcg8_rattus.pdb,microcystineLR_2D.sdf,abcg8_rattus__microcystineLR,-6.677,2.198,True,False,/Users/user/Desktop/Projet_long/docking/results/FAST/abcg8_rattus__microcystineLR,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcg8_rattus__microcystineLR/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcg8_rattus__microcystineLR/out.pdb
abcg8_rattus.pdb,microgininFR1_2D.sdf,abcg8_rattus__microgininFR1,-6.748,1.698,True,True,/Users/user/Desktop/Projet_long/docking/results/FAST/abcg8_rattus__microgininFR1,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcg8_rattus__microgininFR1/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcg8_rattus__microgininFR1/out.pdb
abcg8_xenope.pdb,aerucyclamideA_3D.sdf,abcg8_xenope__aerucyclamideA_3D,-5.882,1.499,False,True,/Users/user/Desktop/Projet_long/docking/results/FAST/abcg8_xenope__aerucyclamideA_3D,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcg8_xenope__aerucyclamideA_3D/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcg8_xenope__aerucyclamideA_3D/out.pdb
abcg8_xenope.pdb,aeruginosin98A_2D.sdf,abcg8_xenope__aeruginosin98A,-7.539,1.738,True,True,/Users/user/Desktop/Projet_long/docking/results/FAST/abcg8_xenope__aeruginosin98A,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcg8_xenope__aeruginosin98A/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcg8_xenope__aeruginosin98A/out.pdb
abcg8_xenope.pdb,cyanopeptolinA_2D.sdf,abcg8_xenope__cyanopeptolinA,-5.936,1.916,False,True,/Users/user/Desktop/Projet_long/docking/results/FAST/abcg8_xenope__cyanopeptolinA,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcg8_xenope__cyanopeptolinA/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcg8_xenope__cyanopeptolinA/out.pdb
abcg8_xenope.pdb,microcyclamide7806B_3D.sdf,abcg8_xenope__microcyclamide7806B_3D,-5.857,2.43,False,False,/Users/user/Desktop/Projet_long/docking/results/FAST/abcg8_xenope__microcyclamide7806B_3D,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcg8_xenope__microcyclamide7806B_3D/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcg8_xenope__microcyclamide7806B_3D/out.pdb
abcg8_xenope.pdb,microcystineLR_2D.sdf,abcg8_xenope__microcystineLR,-7.249,1.95,True,True,/Users/user/Desktop/Projet_long/docking/results/FAST/abcg8_xenope__microcystineLR,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcg8_xenope__microcystineLR/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcg8_xenope__microcystineLR/out.pdb
abcg8_xenope.pdb,microgininFR1_2D.sdf,abcg8_xenope__microgininFR1,-6.642,1.529,True,True,/Users/user/Desktop/Projet_long/docking/results/FAST/abcg8_xenope__microgininFR1,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcg8_xenope__microgininFR1/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcg8_xenope__microgininFR1/out.pdb
abcg8_zebrafish.pdb,aerucyclamideA_3D.sdf,abcg8_zebrafish__aerucyclamideA_3D,-6.237,2.467,False,False,/Users/user/Desktop/Projet_long/docking/results/FAST/abcg8_zebrafish__aerucyclamideA_3D,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcg8_zebrafish__aerucyclamideA_3D/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcg8_zebrafish__aerucyclamideA_3D/out.pdb
abcg8_zebrafish.pdb,aeruginosin98A_2D.sdf,abcg8_zebrafish__aeruginosin98A,-7.474,1.615,True,True,/Users/user/Desktop/Projet_long/docking/results/FAST/abcg8_zebrafish__aeruginosin98A,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcg8_zebrafish__aeruginosin98A/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcg8_zebrafish__aeruginosin98A/out.pdb
abcg8_zebrafish.pdb,cyanopeptolinA_2D.sdf,abcg8_zebrafish__cyanopeptolinA,-7.262,1.989,True,True,/Users/user/Desktop/Projet_long/docking/results/FAST/abcg8_zebrafish__cyanopeptolinA,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcg8_zebrafish__cyanopeptolinA/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcg8_zebrafish__cyanopeptolinA/out.pdb
abcg8_zebrafish.pdb,microcyclamide7806B_3D.sdf,abcg8_zebrafish__microcyclamide7806B_3D,-6.36,1.837,False,True,/Users/user/Desktop/Projet_long/docking/results/FAST/abcg8_zebrafish__microcyclamide7806B_3D,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcg8_zebrafish__microcyclamide7806B_3D/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcg8_zebrafish__microcyclamide7806B_3D/out.pdb
abcg8_zebrafish.pdb,microcystineLR_2D.sdf,abcg8_zebrafish__microcystineLR,-7.879,1.244,True,True,/Users/user/Desktop/Projet_long/docking/results/FAST/abcg8_zebrafish__microcystineLR,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcg8_zebrafish__microcystineLR/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcg8_zebrafish__microcystineLR/out.pdb
abcg8_zebrafish.pdb,microgininFR1_2D.sdf,abcg8_zebrafish__microgininFR1,-8.093,1.935,True,True,/Users/user/Desktop/Projet_long/docking/results/FAST/abcg8_zebrafish__microgininFR1,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcg8_zebrafish__microgininFR1/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcg8_zebrafish__microgininFR1/out.pdb
ace_daphnia.pdb,aerucyclamideA_3D.sdf,ace_daphnia__aerucyclamideA_3D,-5.247,2.227,False,False,/Users/user/Desktop/Projet_long/docking/results/FAST/ace_daphnia__aerucyclamideA_3D,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/ace_daphnia__aerucyclamideA_3D/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/ace_daphnia__aerucyclamideA_3D/out.pdb
ace_daphnia.pdb,aeruginosin98A_2D.sdf,ace_daphnia__aeruginosin98A,-8.402,1.428,True,True,/Users/user/Desktop/Projet_long/docking/results/FAST/ace_daphnia__aeruginosin98A,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/ace_daphnia__aeruginosin98A/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/ace_daphnia__aeruginosin98A/out.pdb
ace_daphnia.pdb,cyanopeptolinA_2D.sdf,ace_daphnia__cyanopeptolinA,-5.613,2.067,False,False,/Users/user/Desktop/Projet_long/docking/results/FAST/ace_daphnia__cyanopeptolinA,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/ace_daphnia__cyanopeptolinA/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/ace_daphnia__cyanopeptolinA/out.pdb
ace_daphnia.pdb,microcyclamide7806B_3D.sdf,ace_daphnia__microcyclamide7806B_3D,-5.658,2.467,False,False,/Users/user/Desktop/Projet_long/docking/results/FAST/ace_daphnia__microcyclamide7806B_3D,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/ace_daphnia__microcyclamide7806B_3D/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/ace_daphnia__microcyclamide7806B_3D/out.pdb
ace_daphnia.pdb,microcystineLR_2D.sdf,ace_daphnia__microcystineLR,-7.802,1.289,True,True,/Users/user/Desktop/Projet_long/docking/results/FAST/ace_daphnia__microcystineLR,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/ace_daphnia__microcystineLR/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/ace_daphnia__microcystineLR/out.pdb
ace_daphnia.pdb,microgininFR1_2D.sdf,ace_daphnia__microgininFR1,-7.687,2.277,True,False,/Users/user/Desktop/Projet_long/docking/results/FAST/ace_daphnia__microgininFR1,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/ace_daphnia__microgininFR1/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/ace_daphnia__microgininFR1/out.pdb
ace_moule.pdb,aerucyclamideA_3D.sdf,ace_moule__aerucyclamideA_3D,-5.996,2.01,False,False,/Users/user/Desktop/Projet_long/docking/results/FAST/ace_moule__aerucyclamideA_3D,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/ace_moule__aerucyclamideA_3D/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/ace_moule__aerucyclamideA_3D/out.pdb
ace_moule.pdb,aeruginosin98A_2D.sdf,ace_moule__aeruginosin98A,-8.279,4.083,True,False,/Users/user/Desktop/Projet_long/docking/results/FAST/ace_moule__aeruginosin98A,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/ace_moule__aeruginosin98A/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/ace_moule__aeruginosin98A/out.pdb
ace_moule.pdb,cyanopeptolinA_2D.sdf,ace_moule__cyanopeptolinA,-6.486,2.18,False,False,/Users/user/Desktop/Projet_long/docking/results/FAST/ace_moule__cyanopeptolinA,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/ace_moule__cyanopeptolinA/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/ace_moule__cyanopeptolinA/out.pdb
ace_moule.pdb,microcyclamide7806B_3D.sdf,ace_moule__microcyclamide7806B_3D,-6.178,1.64,False,True,/Users/user/Desktop/Projet_long/docking/results/FAST/ace_moule__microcyclamide7806B_3D,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/ace_moule__microcyclamide7806B_3D/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/ace_moule__microcyclamide7806B_3D/out.pdb
ace_moule.pdb,microcystineLR_2D.sdf,ace_moule__microcystineLR,-8.083,3.345,True,False,/Users/user/Desktop/Projet_long/docking/results/FAST/ace_moule__microcystineLR,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/ace_moule__microcystineLR/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/ace_moule__microcystineLR/out.pdb
ace_moule.pdb,microgininFR1_2D.sdf,ace_moule__microgininFR1,-7.681,2.915,True,False,/Users/user/Desktop/Projet_long/docking/results/FAST/ace_moule__microgininFR1,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/ace_moule__microgininFR1/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/ace_moule__microgininFR1/out.pdb
ace_rattus.pdb,aerucyclamideA_3D.sdf,ace_rattus__aerucyclamideA_3D,-4.841,1.337,False,True,/Users/user/Desktop/Projet_long/docking/results/FAST/ace_rattus__aerucyclamideA_3D,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/ace_rattus__aerucyclamideA_3D/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/ace_rattus__aerucyclamideA_3D/out.pdb
ace_rattus.pdb,aeruginosin98A_2D.sdf,ace_rattus__aeruginosin98A,-6.02,1.652,False,True,/Users/user/Desktop/Projet_long/docking/results/FAST/ace_rattus__aeruginosin98A,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/ace_rattus__aeruginosin98A/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/ace_rattus__aeruginosin98A/out.pdb
ace_rattus.pdb,cyanopeptolinA_2D.sdf,ace_rattus__cyanopeptolinA,-5.046,1.789,False,True,/Users/user/Desktop/Projet_long/docking/results/FAST/ace_rattus__cyanopeptolinA,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/ace_rattus__cyanopeptolinA/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/ace_rattus__cyanopeptolinA/out.pdb
ace_rattus.pdb,microcyclamide7806B_3D.sdf,ace_rattus__microcyclamide7806B_3D,-4.989,1.666,False,True,/Users/user/Desktop/Projet_long/docking/results/FAST/ace_rattus__microcyclamide7806B_3D,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/ace_rattus__microcyclamide7806B_3D/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/ace_rattus__microcyclamide7806B_3D/out.pdb
ace_rattus.pdb,microcystineLR_2D.sdf,ace_rattus__microcystineLR,-5.034,1.774,False,True,/Users/user/Desktop/Projet_long/docking/results/FAST/ace_rattus__microcystineLR,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/ace_rattus__microcystineLR/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/ace_rattus__microcystineLR/out.pdb
ace_rattus.pdb,microgininFR1_2D.sdf,ace_rattus__microgininFR1,-5.423,2.239,False,False,/Users/user/Desktop/Projet_long/docking/results/FAST/ace_rattus__microgininFR1,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/ace_rattus__microgininFR1/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/ace_rattus__microgininFR1/out.pdb
ace_xenope.pdb,aerucyclamideA_3D.sdf,ace_xenope__aerucyclamideA_3D,-4.951,1.444,False,True,/Users/user/Desktop/Projet_long/docking/results/FAST/ace_xenope__aerucyclamideA_3D,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/ace_xenope__aerucyclamideA_3D/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/ace_xenope__aerucyclamideA_3D/out.pdb
ace_xenope.pdb,aeruginosin98A_2D.sdf,ace_xenope__aeruginosin98A,-6.529,2.771,True,False,/Users/user/Desktop/Projet_long/docking/results/FAST/ace_xenope__aeruginosin98A,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/ace_xenope__aeruginosin98A/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/ace_xenope__aeruginosin98A/out.pdb
ace_xenope.pdb,cyanopeptolinA_2D.sdf,ace_xenope__cyanopeptolinA,-4.019,1.663,False,True,/Users/user/Desktop/Projet_long/docking/results/FAST/ace_xenope__cyanopeptolinA,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/ace_xenope__cyanopeptolinA/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/ace_xenope__cyanopeptolinA/out.pdb
ace_xenope.pdb,microcyclamide7806B_3D.sdf,ace_xenope__microcyclamide7806B_3D,-4.759,2.131,False,False,/Users/user/Desktop/Projet_long/docking/results/FAST/ace_xenope__microcyclamide7806B_3D,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/ace_xenope__microcyclamide7806B_3D/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/ace_xenope__microcyclamide7806B_3D/out.pdb
ace_xenope.pdb,microcystineLR_2D.sdf,ace_xenope__microcystineLR,-5.44,1.374,False,True,/Users/user/Desktop/Projet_long/docking/results/FAST/ace_xenope__microcystineLR,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/ace_xenope__microcystineLR/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/ace_xenope__microcystineLR/out.pdb
ace_xenope.pdb,microgininFR1_2D.sdf,ace_xenope__microgininFR1,-5.368,1.596,False,True,/Users/user/Desktop/Projet_long/docking/results/FAST/ace_xenope__microgininFR1,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/ace_xenope__microgininFR1/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/ace_xenope__microgininFR1/out.pdb
ace_zebrafish.pdb,aerucyclamideA_3D.sdf,ace_zebrafish__aerucyclamideA_3D,-4.643,2.15,False,False,/Users/user/Desktop/Projet_long/docking/results/FAST/ace_zebrafish__aerucyclamideA_3D,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/ace_zebrafish__aerucyclamideA_3D/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/ace_zebrafish__aerucyclamideA_3D/out.pdb
ace_zebrafish.pdb,aeruginosin98A_2D.sdf,ace_zebrafish__aeruginosin98A,-5.648,1.961,False,True,/Users/user/Desktop/Projet_long/docking/results/FAST/ace_zebrafish__aeruginosin98A,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/ace_zebrafish__aeruginosin98A/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/ace_zebrafish__aeruginosin98A/out.pdb
ace_zebrafish.pdb,cyanopeptolinA_2D.sdf,ace_zebrafish__cyanopeptolinA,-4.321,2.187,False,False,/Users/user/Desktop/Projet_long/docking/results/FAST/ace_zebrafish__cyanopeptolinA,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/ace_zebrafish__cyanopeptolinA/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/ace_zebrafish__cyanopeptolinA/out.pdb
ace_zebrafish.pdb,microcyclamide7806B_3D.sdf,ace_zebrafish__microcyclamide7806B_3D,-4.722,2.339,False,False,/Users/user/Desktop/Projet_long/docking/results/FAST/ace_zebrafish__microcyclamide7806B_3D,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/ace_zebrafish__microcyclamide7806B_3D/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/ace_zebrafish__microcyclamide7806B_3D/out.pdb
ace_zebrafish.pdb,microcystineLR_2D.sdf,ace_zebrafish__microcystineLR,-6.388,1.853,False,True,/Users/user/Desktop/Projet_long/docking/results/FAST/ace_zebrafish__microcystineLR,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/ace_zebrafish__microcystineLR/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/ace_zebrafish__microcystineLR/out.pdb
ace_zebrafish.pdb,microgininFR1_2D.sdf,ace_zebrafish__microgininFR1,-6.453,2.176,False,False,/Users/user/Desktop/Projet_long/docking/results/FAST/ace_zebrafish__microgininFR1,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/ace_zebrafish__microgininFR1/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/ace_zebrafish__microgininFR1/out.pdb
cftr_rattus.pdb,aerucyclamideA_3D.sdf,cftr_rattus__aerucyclamideA_3D,-5.004,2.273,False,False,/Users/user/Desktop/Projet_long/docking/results/FAST/cftr_rattus__aerucyclamideA_3D,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/cftr_rattus__aerucyclamideA_3D/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/cftr_rattus__aerucyclamideA_3D/out.pdb
cftr_rattus.pdb,aeruginosin98A_2D.sdf,cftr_rattus__aeruginosin98A,-6.647,2.907,True,False,/Users/user/Desktop/Projet_long/docking/results/FAST/cftr_rattus__aeruginosin98A,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/cftr_rattus__aeruginosin98A/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/cftr_rattus__aeruginosin98A/out.pdb
cftr_rattus.pdb,cyanopeptolinA_2D.sdf,cftr_rattus__cyanopeptolinA,-5.341,1.665,False,True,/Users/user/Desktop/Projet_long/docking/results/FAST/cftr_rattus__cyanopeptolinA,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/cftr_rattus__cyanopeptolinA/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/cftr_rattus__cyanopeptolinA/out.pdb
cftr_rattus.pdb,microcyclamide7806B_3D.sdf,cftr_rattus__microcyclamide7806B_3D,-5.47,2.121,False,False,/Users/user/Desktop/Projet_long/docking/results/FAST/cftr_rattus__microcyclamide7806B_3D,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/cftr_rattus__microcyclamide7806B_3D/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/cftr_rattus__microcyclamide7806B_3D/out.pdb
cftr_rattus.pdb,microcystineLR_2D.sdf,cftr_rattus__microcystineLR,-6.278,2.39,False,False,/Users/user/Desktop/Projet_long/docking/results/FAST/cftr_rattus__microcystineLR,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/cftr_rattus__microcystineLR/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/cftr_rattus__microcystineLR/out.pdb
cftr_rattus.pdb,microgininFR1_2D.sdf,cftr_rattus__microgininFR1,-6.94,1.428,True,True,/Users/user/Desktop/Projet_long/docking/results/FAST/cftr_rattus__microgininFR1,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/cftr_rattus__microgininFR1/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/cftr_rattus__microgininFR1/out.pdb
cftr_xenope.pdb,aerucyclamideA_3D.sdf,cftr_xenope__aerucyclamideA_3D,-6.039,1.809,False,True,/Users/user/Desktop/Projet_long/docking/results/FAST/cftr_xenope__aerucyclamideA_3D,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/cftr_xenope__aerucyclamideA_3D/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/cftr_xenope__aerucyclamideA_3D/out.pdb
cftr_xenope.pdb,aeruginosin98A_2D.sdf,cftr_xenope__aeruginosin98A,-7.129,1.521,True,True,/Users/user/Desktop/Projet_long/docking/results/FAST/cftr_xenope__aeruginosin98A,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/cftr_xenope__aeruginosin98A/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/cftr_xenope__aeruginosin98A/out.pdb
cftr_xenope.pdb,cyanopeptolinA_2D.sdf,cftr_xenope__cyanopeptolinA,-6.663,2.457,True,False,/Users/user/Desktop/Projet_long/docking/results/FAST/cftr_xenope__cyanopeptolinA,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/cftr_xenope__cyanopeptolinA/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/cftr_xenope__cyanopeptolinA/out.pdb
cftr_xenope.pdb,microcyclamide7806B_3D.sdf,cftr_xenope__microcyclamide7806B_3D,-6.086,2.446,False,False,/Users/user/Desktop/Projet_long/docking/results/FAST/cftr_xenope__microcyclamide7806B_3D,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/cftr_xenope__microcyclamide7806B_3D/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/cftr_xenope__microcyclamide7806B_3D/out.pdb
cftr_xenope.pdb,microcystineLR_2D.sdf,cftr_xenope__microcystineLR,-7.134,2.446,True,False,/Users/user/Desktop/Projet_long/docking/results/FAST/cftr_xenope__microcystineLR,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/cftr_xenope__microcystineLR/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/cftr_xenope__microcystineLR/out.pdb
cftr_xenope.pdb,microgininFR1_2D.sdf,cftr_xenope__microgininFR1,-7.977,1.567,True,True,/Users/user/Desktop/Projet_long/docking/results/FAST/cftr_xenope__microgininFR1,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/cftr_xenope__microgininFR1/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/cftr_xenope__microgininFR1/out.pdb
cftr_zebrafish.pdb,aerucyclamideA_3D.sdf,cftr_zebrafish__aerucyclamideA_3D,-6.939,2.045,True,False,/Users/user/Desktop/Projet_long/docking/results/FAST/cftr_zebrafish__aerucyclamideA_3D,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/cftr_zebrafish__aerucyclamideA_3D/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/cftr_zebrafish__aerucyclamideA_3D/out.pdb
cftr_zebrafish.pdb,aeruginosin98A_2D.sdf,cftr_zebrafish__aeruginosin98A,-8.169,2.732,True,False,/Users/user/Desktop/Projet_long/docking/results/FAST/cftr_zebrafish__aeruginosin98A,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/cftr_zebrafish__aeruginosin98A/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/cftr_zebrafish__aeruginosin98A/out.pdb
cftr_zebrafish.pdb,cyanopeptolinA_2D.sdf,cftr_zebrafish__cyanopeptolinA,-7.094,1.493,True,True,/Users/user/Desktop/Projet_long/docking/results/FAST/cftr_zebrafish__cyanopeptolinA,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/cftr_zebrafish__cyanopeptolinA/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/cftr_zebrafish__cyanopeptolinA/out.pdb
